Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Compound Name,Compound PubChem CID,Compound InChIKey,Compound SMILES,Proprietary Compound,Proprietary Compound Concentration (microMolar),Comment [Gene Identifier],Comment [Gene Symbol],Control Type,Comment [Control Type Comments],Channels,Score,Has Phenotype,Phenoptye Annotation Level,Phenotype,Phenotype Term Name,Phenotype Term Accession
1093670873,A1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,82.69949341,,,,,
1093670873,A12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,125.6781006,,,,,
1093670873,A13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,863.4307861,,,,,
1093670873,A14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,127.1224823,,,,,
1093670873,A15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1070008356,0.003,5127,CDK16,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,245.2508698,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1070008356,0.001,5127,CDK16,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,153.1324921,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1070008356,0.0003,5127,CDK16,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,165.2301636,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1070008356,0.00003,5127,CDK16,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,242.0385132,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,30,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,997.4315186,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,10,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1159.039673,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,3.125,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1539.516968,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,1.25,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1508.097534,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,A23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,115.1355438,,,,,
1093670873,A24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,880.5654297,,,,,
1093670873,B1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.3,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,100.2576141,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.1,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,57.3284111,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.03,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,80.25737762,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.0125,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,59.87043762,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.003,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,60.14967346,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.001,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,59.38994217,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.0003,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,59.48711014,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1151669528,0.00003,83903,GSG2,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,54.75971985,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,30,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,990.1808472,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,10,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1030.16394,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,3.125,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1015.09436,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,1.25,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,424.369812,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.3,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,89.91692352,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.1,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,99.75765991,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.03,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,99.38683319,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.0125,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,91.64929199,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.003,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,73.4148941,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.001,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,97.15124512,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.0003,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,104.7572861,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1057353095,0.00003,55775,TDP1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,79.35447693,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,30,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1162.909302,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,10,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1014.370483,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,3.125,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,981.3287354,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,B24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,1.25,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1083.924561,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.3,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,691.2858276,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.1,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,818.5535278,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.03,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,402.9933777,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.0125,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,228.9353485,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,40.04509735,,,,,
1093670873,C6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,655.0292358,,,,,
1093670873,C7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,54.08718109,,,,,
1093670873,C8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.003,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,60.93895721,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.001,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,67.62136078,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.0003,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,62.73641205,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1089541426,0.00003,3417,IDH1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,84.14136505,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,30,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1248.623047,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,10,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1147.867065,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,3.125,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1544.226074,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,1.25,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1181.85083,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,74.06941986,,,,,
1093670873,C17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,722.243042,,,,,
1093670873,C18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,80.55046844,,,,,
1093670873,C19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.3,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1228.235962,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.1,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1047.345947,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.03,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1164.681763,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.0125,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,480.0899048,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.003,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,186.2627716,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,C24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.001,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,122.1389923,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,D1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.0003,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,89.04673767,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,D2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059632852,0.00003,2932,GSK3B,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,68.63075256,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,D3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059875955,30,2931,GSK3A,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1335.213745,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,D4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059875955,10,2931,GSK3A,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1246.50354,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670873,D5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1059875955,3.125,2931,GSK3A,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1403.174438,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
