Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Compound Name,Compound PubChem CID,Compound InChIKey,Compound SMILES,Proprietary Compound,Comment [Gene Identifier],Comment [Gene Symbol],Control Type,Comment [Control Type Comments],Quality Control,Channels,Score,In Validation Screen,Has Phenotype,Phenoptye Annotation Level,Phenotype,Phenotype Term Name,Phenotype Term Accession
1093711385,B10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN0152047712,1071,CETP,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),4.110167027,,,,,,
1093711385,B20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1123529888,10721,POLQ,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),7.988221645,,,,,,
1093711385,B21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-6.53456831,,,,,,
1093711385,B22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),4.751743317,,,,,,
1093711385,B23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),100,,,,,,
1093711385,B3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),106.8039932,,,,,,
1093711385,B4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1140254208,2915,GRM5,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-9.084823608,,,,,,
1093711385,B5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-6.88502264,,,,,,
1093711385,B6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1066932540,673,BRAF,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-11.4827795,,,,,,
1093711385,B7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),0.356981397,,,,,,
1093711385,B8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1120258980,6530,SLC6A2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),8.702029228,,,,,,
1093711385,B9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-4.722118855,,,,,,
1093711385,C10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-0.716002405,,,,,,
1093711385,C11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),6.334035397,,,,,,
1093711385,C12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),9.502895355,,,,,,
1093711385,C13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),104.0276489,,,,,,
1093711385,C14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),1.496471882,,,,,,
1093711385,C15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-0.956062496,,,,,,
1093711385,C16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-15.37515354,,,,,,
1093711385,C17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-0.863954604,,,,,,
1093711385,C18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),3.668251753,,,,,,
1093711385,C19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-2.077646255,,,,,,
1093711385,C2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1094656636,2911,GRM1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-8.291862488,,,,,,
1093711385,C20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-2.074115515,,,,,,
1093711385,C21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),1.115957141,,,,,,
1093711385,C22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-8.692211151,,,,,,
1093711385,C23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),7.159714699,,,,,,
1093711385,C3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-3.890756607,,,,,,
1093711385,C4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-6.979001522,,,,,,
1093711385,C5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-3.592404842,,,,,,
1093711385,C6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-3.827274323,,,,,,
1093711385,C7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-6.66049242,,,,,,
1093711385,C8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-6.982152462,,,,,,
1093711385,C9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-18.20697975,,,,,,
1093711385,D10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),14.26788998,,,,,,
1093711385,D11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),1.918708086,,,,,,
1093711385,D12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),4.605943203,,,,,,
1093711385,D13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),10.86477852,,,,,,
1093711385,D14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-0.798404396,,,,,,
1093711385,D15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),0.887206614,,,,,,
1093711385,D16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1044754720,5979,RET,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),7.690530777,,,,,,
1093711385,D17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-15.31093979,,,,,,
1093711385,D18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1039173201,2932,GSK3B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),22.97624969,,,,,,
1093711385,D19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),3.824010849,,,,,,
1093711385,D2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-7.940789223,,,,,,
1093711385,D20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN0025630704,5156,PDGFRA,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-6.204665184,,,,,,
1093711385,D21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),1.781699777,,,,,,
1093711385,D22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN0150300989,1576,CYP3A4,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-1.95919168,,,,,,
1093711385,D23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),4.651842594,,,,,,
1093711385,D3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),3.087724447,,,,,,
1093711385,D4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),7.438261032,,,,,,
1093711385,D5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),0.86358887,,,,,,
1093711385,D6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),5.80011034,,,,,,
1093711385,D7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-8.782715797,,,,,,
1093711385,D8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-8.167373657,,,,,,
1093711385,D9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),12.6426239,,,,,,
1093711385,E10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1056142846,472,ATM,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),7.062149048,,,,,,
1093711385,E11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-7.593766689,,,,,,
1093711385,E12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1002348283,9971,NR1H4,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-4.691833496,,,,,,
1093711385,E13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),9.220537186,,,,,,
1093711385,E14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1123533205,8883,NAE1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-38.74743271,,,,,,
1093711385,E15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),13.46307087,,,,,,
1093711385,E16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1003330042,3248,HPGD,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),17.87884903,,,,,,
1093711385,E17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),1.748657346,,,,,,
1093711385,E18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),77.18289948,,,,,,
1093711385,E19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),0.886784613,,,,,,
1093711385,E2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1056941090,7068,THRB,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-0.182949796,,,,,,
1093711385,E20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1048006323,5580,PRKCD,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),22.98972511,,,,,,
1093711385,E21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),11.70690155,,,,,,
1093711385,E22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN0212398523,3065,HDAC1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-37.77844238,,,,,,
1093711385,E23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-2.834427595,,,,,,
1093711385,E3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-5.677098274,,,,,,
1093711385,E4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1107081981,3757,KCNH2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),9.213982582,,,,,,
1093711385,E5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-11.19674969,,,,,,
1093711385,E6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,SN1076069864,2932,GSK3B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),4.61009264,,,,,,
1093711385,E7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-2.04700923,,,,,,
1093711385,E8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),101.819931,,,,,,
1093711385,E9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),7.880527973,,,,,,
1093711385,F10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-3.781163931,,,,,,
1093711385,F11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-6.262126923,,,,,,
1093711385,F12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-4.450128078,,,,,,
1093711385,F13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-8.926054001,,,,,,
1093711385,F14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-5.499817371,,,,,,
1093711385,F15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),-7.415304184,,,,,,
1093711385,F16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Negative Control,Untreated cells,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC),13.38093567,,,,,,
